Category	GeneSet	N_genes	N_overlap	p	adjP	genes
DEG.twoside	Nerve	4941	32	0.430631718001414	1	ENSG00000198625:ENSG00000170382:ENSG00000110092:ENSG00000170421:ENSG00000111057:ENSG00000178852:ENSG00000005243:ENSG00000260027:ENSG00000064300:ENSG00000005884:ENSG00000167644:ENSG00000167645:ENSG00000115504:ENSG00000091409:ENSG00000152256:ENSG00000243509:ENSG00000101246:ENSG00000130584:ENSG00000206530:ENSG00000163611:ENSG00000072858:ENSG00000163558:ENSG00000136603:ENSG00000013297:ENSG00000168769:ENSG00000043143:ENSG00000137166:ENSG00000183807:ENSG00000167034:ENSG00000206579:ENSG00000254087:ENSG00000181690
DEG.twoside	Ovary	5103	29	0.750709744472151	1	ENSG00000133056:ENSG00000198625:ENSG00000110092:ENSG00000149716:ENSG00000170421:ENSG00000259207:ENSG00000005243:ENSG00000173917:ENSG00000120093:ENSG00000260027:ENSG00000064300:ENSG00000121104:ENSG00000167642:ENSG00000167641:ENSG00000115504:ENSG00000115486:ENSG00000118640:ENSG00000091409:ENSG00000152256:ENSG00000197457:ENSG00000130584:ENSG00000206530:ENSG00000163611:ENSG00000163558:ENSG00000136603:ENSG00000013297:ENSG00000043143:ENSG00000254087:ENSG00000181690
DEG.twoside	Pancreas	9220	55	0.707500723035972	1	ENSG00000133056:ENSG00000198625:ENSG00000170382:ENSG00000110092:ENSG00000149716:ENSG00000170421:ENSG00000111057:ENSG00000141252:ENSG00000167695:ENSG00000004897:ENSG00000141279:ENSG00000005243:ENSG00000002919:ENSG00000173917:ENSG00000120093:ENSG00000182742:ENSG00000136436:ENSG00000159199:ENSG00000159202:ENSG00000159210:ENSG00000064300:ENSG00000121067:ENSG00000121104:ENSG00000005884:ENSG00000167642:ENSG00000167641:ENSG00000167644:ENSG00000167645:ENSG00000115504:ENSG00000014641:ENSG00000118640:ENSG00000168899:ENSG00000152256:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000243509:ENSG00000101246:ENSG00000197114:ENSG00000203896:ENSG00000125520:ENSG00000130584:ENSG00000083937:ENSG00000163611:ENSG00000163558:ENSG00000136603:ENSG00000163110:ENSG00000168769:ENSG00000043143:ENSG00000183807:ENSG00000185002:ENSG00000153814:ENSG00000180535:ENSG00000205356:ENSG00000254087
DEG.twoside	Pituitary	5005	30	0.631019638401274	1	ENSG00000133056:ENSG00000170382:ENSG00000180176:ENSG00000170421:ENSG00000111057:ENSG00000259207:ENSG00000005243:ENSG00000141293:ENSG00000173868:ENSG00000005884:ENSG00000005882:ENSG00000167642:ENSG00000167641:ENSG00000188766:ENSG00000091409:ENSG00000152256:ENSG00000197457:ENSG00000258366:ENSG00000243509:ENSG00000203896:ENSG00000130584:ENSG00000100290:ENSG00000064835:ENSG00000206530:ENSG00000163611:ENSG00000072858:ENSG00000136603:ENSG00000013297:ENSG00000205356:ENSG00000181690
DEG.twoside	Prostate	2717	23	0.073460012004651	1	ENSG00000183734:ENSG00000110092:ENSG00000170421:ENSG00000111057:ENSG00000182742:ENSG00000159182:ENSG00000159184:ENSG00000064300:ENSG00000167642:ENSG00000174562:ENSG00000142515:ENSG00000167751:ENSG00000118640:ENSG00000203896:ENSG00000100290:ENSG00000206530:ENSG00000163611:ENSG00000072858:ENSG00000163110:ENSG00000113430:ENSG00000137166:ENSG00000180535:ENSG00000167034
DEG.twoside	Salivary_Gland	2951	25	0.0622533048600385	1	ENSG00000170421:ENSG00000111057:ENSG00000259207:ENSG00000064300:ENSG00000167642:ENSG00000167641:ENSG00000167644:ENSG00000115507:ENSG00000118640:ENSG00000091409:ENSG00000197457:ENSG00000130584:ENSG00000100290:ENSG00000206530:ENSG00000163611:ENSG00000072858:ENSG00000163558:ENSG00000013297:ENSG00000113430:ENSG00000173612:ENSG00000153814:ENSG00000180535:ENSG00000167034:ENSG00000254087:ENSG00000181690
DEG.twoside	Skin	4343	20	0.956167892213441	1	ENSG00000133056:ENSG00000183734:ENSG00000110092:ENSG00000167695:ENSG00000178852:ENSG00000005884:ENSG00000011332:ENSG00000167641:ENSG00000167644:ENSG00000115507:ENSG00000152256:ENSG00000130584:ENSG00000013297:ENSG00000168769:ENSG00000113430:ENSG00000183807:ENSG00000153814:ENSG00000205356:ENSG00000167034:ENSG00000254087
DEG.twoside	Small_Intestine	3112	23	0.213056066410166	1	ENSG00000133056:ENSG00000170382:ENSG00000183734:ENSG00000110092:ENSG00000162344:ENSG00000170421:ENSG00000111057:ENSG00000005243:ENSG00000141293:ENSG00000120093:ENSG00000182742:ENSG00000108511:ENSG00000260027:ENSG00000120068:ENSG00000167080:ENSG00000262039:ENSG00000167644:ENSG00000091409:ENSG00000100290:ENSG00000072858:ENSG00000183807:ENSG00000254087:ENSG00000181690
DEG.twoside	Spleen	4596	35	0.101613655859586	1	ENSG00000133056:ENSG00000198625:ENSG00000170382:ENSG00000149716:ENSG00000167695:ENSG00000259207:ENSG00000005243:ENSG00000002919:ENSG00000141293:ENSG00000120093:ENSG00000173868:ENSG00000262039:ENSG00000064300:ENSG00000121104:ENSG00000005882:ENSG00000167645:ENSG00000115504:ENSG00000118640:ENSG00000197457:ENSG00000243509:ENSG00000101246:ENSG00000197114:ENSG00000203896:ENSG00000130584:ENSG00000072858:ENSG00000163558:ENSG00000013297:ENSG00000163110:ENSG00000043143:ENSG00000137166:ENSG00000180535:ENSG00000205356:ENSG00000167034:ENSG00000254087:ENSG00000181690
DEG.twoside	Stomach	3070	23	0.194013916362	1	ENSG00000170382:ENSG00000170421:ENSG00000111057:ENSG00000259207:ENSG00000182742:ENSG00000108511:ENSG00000260027:ENSG00000120068:ENSG00000167080:ENSG00000064300:ENSG00000167644:ENSG00000167645:ENSG00000152256:ENSG00000197457:ENSG00000130584:ENSG00000100290:ENSG00000013297:ENSG00000163110:ENSG00000168769:ENSG00000137166:ENSG00000185002:ENSG00000153814:ENSG00000180535
DEG.twoside	Testis	8546	39	0.99754295743641	1	ENSG00000133056:ENSG00000170382:ENSG00000110092:ENSG00000170421:ENSG00000141252:ENSG00000259207:ENSG00000178852:ENSG00000141293:ENSG00000173917:ENSG00000170703:ENSG00000173868:ENSG00000121067:ENSG00000121104:ENSG00000005884:ENSG00000011332:ENSG00000167642:ENSG00000167641:ENSG00000167644:ENSG00000099338:ENSG00000179168:ENSG00000174562:ENSG00000167751:ENSG00000115504:ENSG00000168899:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000197114:ENSG00000206530:ENSG00000013297:ENSG00000163110:ENSG00000168769:ENSG00000164362:ENSG00000113430:ENSG00000043143:ENSG00000137166:ENSG00000183117:ENSG00000167034:ENSG00000254087
DEG.twoside	Thyroid	4708	37	0.0626954498837645	1	ENSG00000198625:ENSG00000149716:ENSG00000170421:ENSG00000111057:ENSG00000004897:ENSG00000259207:ENSG00000178852:ENSG00000005243:ENSG00000002919:ENSG00000260027:ENSG00000167080:ENSG00000064300:ENSG00000005884:ENSG00000167642:ENSG00000167641:ENSG00000167644:ENSG00000174562:ENSG00000167751:ENSG00000115486:ENSG00000118640:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000243509:ENSG00000197114:ENSG00000203896:ENSG00000130584:ENSG00000206530:ENSG00000163611:ENSG00000072858:ENSG00000163558:ENSG00000136603:ENSG00000013297:ENSG00000137166:ENSG00000183807:ENSG00000167034:ENSG00000254087
DEG.twoside	Uterus	4787	35	0.156168666254253	1	ENSG00000133056:ENSG00000198625:ENSG00000170382:ENSG00000183734:ENSG00000149716:ENSG00000259207:ENSG00000173917:ENSG00000120093:ENSG00000108511:ENSG00000260027:ENSG00000121067:ENSG00000121104:ENSG00000167641:ENSG00000167644:ENSG00000115504:ENSG00000115486:ENSG00000118640:ENSG00000091409:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000243509:ENSG00000101246:ENSG00000130584:ENSG00000206530:ENSG00000163611:ENSG00000072858:ENSG00000163558:ENSG00000163110:ENSG00000168769:ENSG00000043143:ENSG00000137166:ENSG00000183807:ENSG00000153814:ENSG00000254087
DEG.twoside	Vagina	2611	17	0.460564083732778	1	ENSG00000133056:ENSG00000183734:ENSG00000111057:ENSG00000167695:ENSG00000173917:ENSG00000260027:ENSG00000159182:ENSG00000159184:ENSG00000167644:ENSG00000091409:ENSG00000100290:ENSG00000163611:ENSG00000168769:ENSG00000113430:ENSG00000183807:ENSG00000153814:ENSG00000181690
